x,y
-2.8560398e-02,2.00000e+00,
-2.8550398e-02,2.00000e+00,
-2.8540397e-02,2.00000e+00,
-2.8530397e-02,2.00000e+00,
-2.8520396e-02,2.00000e+00,
-2.8510395e-02,2.00000e+00,
-2.8500395e-02,2.00000e+00,
-2.8490394e-02,2.00000e+00,
-2.8480394e-02,2.00000e+00,
-2.8470393e-02,2.00000e+00,
-2.8460393e-02,2.00000e+00,
-2.8450392e-02,2.00000e+00,
-2.8440392e-02,2.00000e+00,
-2.8430391e-02,2.00000e+00,
-2.8420391e-02,2.00000e+00,
-2.8410390e-02,2.00000e+00,
-2.8400389e-02,2.00000e+00,
-2.8390389e-02,2.00000e+00,
-2.8380388e-02,2.00000e+00,
-2.8370388e-02,2.00000e+00,
-2.8360387e-02,2.00000e+00,
-2.8350387e-02,2.00000e+00,
-2.8340386e-02,2.00000e+00,
-2.8330386e-02,2.00000e+00,
-2.8320385e-02,2.00000e+00,
-2.8310385e-02,2.00000e+00,
-2.8300384e-02,2.00000e+00,
-2.8290384e-02,2.00000e+00,
-2.8280383e-02,2.00000e+00,
-2.8270382e-02,1.60000e+00,
-2.8260382e-02,2.00000e+00,
-2.8250381e-02,2.00000e+00,
-2.8240381e-02,2.00000e+00,
-2.8230380e-02,2.00000e+00,
-2.8220380e-02,1.60000e+00,
-2.8210379e-02,2.00000e+00,
-2.8200379e-02,2.00000e+00,
-2.8190378e-02,2.00000e+00,
-2.8180378e-02,2.00000e+00,
-2.8170377e-02,2.00000e+00,
-2.8160376e-02,2.00000e+00,
-2.8150376e-02,2.00000e+00,
-2.8140375e-02,2.00000e+00,
-2.8130375e-02,2.00000e+00,
-2.8120374e-02,2.00000e+00,
-2.8110374e-02,1.60000e+00,
-2.8100373e-02,2.00000e+00,
-2.8090373e-02,2.00000e+00,
-2.8080372e-02,2.00000e+00,
-2.8070372e-02,2.00000e+00,
-2.8060371e-02,2.00000e+00,
-2.8050371e-02,2.00000e+00,
-2.8040370e-02,2.00000e+00,
-2.8030369e-02,2.00000e+00,
-2.8020369e-02,2.00000e+00,
